Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Morocco,MAR,48.4466341463,48.8641219512,49.2875853659,49.7147560976,50.142,50.5648780488,50.9780487805,51.3813902439,51.7752195122,52.1601463415,52.5372926829,52.9036829268,53.2667317073,53.6363170732,54.0243658537,54.4487073171,54.9306829268,55.4781707317,56.094195122,56.7753414634,57.512804878,58.2918536585,59.0917317073,59.8896097561,60.6694878049,61.4207804878,62.1387560976,62.8266829268,63.4833658537,64.1047804878,64.683,65.215195122,65.7005365854,66.1401463415,66.5355609756,66.888195122,67.1974146341,67.4705853659,67.7135853659,67.9344146341,68.1385853659,68.3307073171,68.5153902439,68.697195122,68.8806341463,69.0716829268,69.2737560976,69.4862682927,69.7081707317,69.9374390244,70.1715853659,70.4091219512
Moldova,MDA,61.8127804878,62.1766829268,62.544195122,62.9142439024,63.2812682927,63.6341707317,63.9584146341,64.2439756098,64.4823170732,64.6704634146,64.8073902439,64.8971219512,64.9507073171,64.979195122,64.9891463415,64.9811219512,64.9477073171,64.8923902439,64.8262195122,64.7676341463,64.7556585366,64.8332439024,65.0208292683,65.3173170732,65.7061463415,66.1477073171,66.587902439,66.9712195122,67.2556829268,67.4232926829,67.4656585366,67.3923170732,67.2454146341,67.0670487805,66.8833414634,66.7278292683,66.629097561,66.595097561,66.6303170732,66.7347804878,66.898,67.101,67.3157317073,67.5201463415,67.7031707317,67.8597317073,67.9917317073,68.111097561,68.2272926829,68.341804878,68.4581219512,68.5752926829
Madagascar,MDG,39.9746829268,40.4572439024,40.937804878,41.414902439,41.8905365854,42.3656829268,42.8428292683,43.3239268293,43.8089756098,44.2954878049,44.7824146341,45.2673414634,45.7467317073,46.2161463415,46.6715365854,47.1114390244,47.537804878,47.9496097561,48.3413658537,48.7090731707,49.0307560976,49.2849268293,49.4656341463,49.5813658537,49.6521219512,49.7103170732,49.7948780488,49.9432682927,50.1849756098,50.5360487805,51.008097561,51.5982439024,52.2801219512,53.022804878,53.8072926829,54.6140487805,55.427,56.2335121951,57.0204390244,57.7717317073,58.472804878,59.1136097561,59.6991707317,60.2355121951,60.7287073171,61.1867804878,61.6223658537,62.048,62.4747560976,62.9076585366,63.3497317073,63.798902439
Maldives,MDV,35.8596097561,36.499804878,37.2134878049,37.9981707317,38.8423170732,39.728902439,40.6394146341,41.5533658537,42.452804878,43.3262926829,44.1629268293,44.9583170732,45.7240487805,46.4735853659,47.2143902439,47.9663414634,48.7467804878,49.5670487805,50.4304878049,51.3330731707,52.260804878,53.1933170732,54.108195122,54.9899756098,55.8345853659,56.6437560976,57.4296585366,58.2096341463,58.9966829268,59.7959268293,60.6042682927,61.4132439024,62.2157804878,63.0096097561,63.8032682927,64.616902439,65.4769756098,66.3964878049,67.3766585366,68.4060731707,69.4616097561,70.5118536585,71.5234146341,72.4662195122,73.323804878,74.0845609756,74.7496097561,75.3374390244,75.867097561,76.3464146341,76.7863170732,77.1928780488
Mexico,MEX,57.0656341463,57.6561463415,58.1802439024,58.642902439,59.0555853659,59.4337073171,59.7932195122,60.1515365854,60.523097561,60.9193658537,61.3502439024,61.8191707317,62.3176585366,62.8378292683,63.3742682927,63.9201463415,64.4686097561,65.0128292683,65.5459268293,66.0630243902,66.5602195122,67.0370487805,67.4959268293,67.9407804878,68.3720243902,68.7926097561,69.2034390244,69.6074146341,70.0064878049,70.4015853659,70.7957317073,71.1909756098,71.5858292683,71.9778292683,72.3638536585,72.7382682927,73.0924146341,73.4226585366,73.7264634146,74.005804878,74.2652682927,74.5109756098,74.7505853659,74.9917560976,75.2365609756,75.4855365854,75.7366585366,75.9843902439,76.2266585366,76.4614634146,76.6902926829,76.9141707317
Middle income,MIC,46.7547510752,47.32105873,48.0505387213,48.9988308678,50.1494681618,51.4357802936,52.7830376545,54.0762423107,55.2482906966,56.25033245,57.077939204,57.7425094475,58.3036258403,58.8168726741,59.2947266427,59.7473966457,60.1815020084,60.5831357322,60.9525309412,61.2982484061,61.6326991869,61.9534071845,62.2664002378,62.5786106061,62.8883491853,63.1949266047,63.5018779747,63.8052244191,64.0877791456,64.3538565917,64.6057275954,64.8375737632,65.0475239094,65.2446339521,65.4604353541,65.6758450703,65.9198019196,66.1966022223,66.4833702076,66.7931576489,67.1159621354,67.4347435797,67.7394591747,68.0332114583,68.3121404621,68.5671225766,68.812408075,69.0442072075,69.2651615115,69.4926506433,69.7060212307,69.9168347672
"Macedonia, FYR",MKD,60.622804878,61.2493902439,61.8604634146,62.4595121951,63.0494634146,63.6317317073,64.2047317073,64.7639756098,65.3024634146,65.8147073171,66.2927804878,66.7312439024,67.1256829268,67.4737073171,67.7754146341,68.0248536585,68.219097561,68.3636341463,68.4714634146,68.5585609756,68.6504390244,68.7736097561,68.944,69.1690487805,69.4466341463,69.7636585366,70.0949512195,70.4129512195,70.6976341463,70.942,71.1476341463,71.3256585366,71.4947317073,71.6709268293,71.8603170732,72.066804878,72.2922926829,72.5291463415,72.7703414634,73.0104634146,73.242195122,73.4557560976,73.6473414634,73.8155121951,73.9607560976,74.088902439,74.2067317073,74.3229512195,74.445902439,74.5784634146,74.7221463415,74.8745121951
Mali,MLI,28.2116097561,28.3587317073,28.5484634146,28.7963902439,29.1110487805,29.5019268293,29.9709756098,30.5056341463,31.0937804878,31.7264146341,32.393,33.0815121951,33.785,34.4944634146,35.2054146341,35.917804878,36.6330731707,37.3587073171,38.0983414634,38.8490487805,39.6131463415,40.390902439,41.1770243902,41.9619756098,42.734195122,43.4808780488,44.1906585366,44.8531707317,45.4590731707,46.0012682927,46.4647073171,46.8365121951,47.1234634146,47.3422926829,47.5116097561,47.6619756098,47.8274634146,48.0354878049,48.3050243902,48.6450487805,49.0554878049,49.5242926829,50.023902439,50.530804878,51.033,51.5225365854,51.9944390244,52.4538292683,52.9032439024,53.342195122,53.7707317073,54.1908292683
Malta,MLT,67.6017804878,67.9027073171,68.2047804878,68.504902439,68.7999756098,69.0864634146,69.3663658537,69.6402195122,69.9115853659,70.1789512195,70.4433170732,70.7047073171,70.9626097561,71.2185121951,71.4709268293,71.7208536585,71.9687804878,72.213195122,72.4556097561,72.6950243902,72.9324390244,73.1668292683,73.3987560976,73.6286829268,73.8551219512,74.0805609756,74.3035121951,74.5244634146,74.742902439,74.9603414634,75.1757804878,75.390195122,75.8334146341,76.6024390244,76.9,77.143902439,77.2902439024,77.4365853659,77.1804878049,77.1487804878,78.2,78.4414634146,78.0926829268,78.3512195122,78.5536585366,79.5048780488,78.5487804878,79.443902439,79.4317073171,79.8926829268,80.9487804878,82.0048780488
Myanmar,MMR,42.7363902439,43.4025365854,44.1513658537,45.003902439,45.955097561,46.9663902439,47.9766829268,48.9163658537,49.7358536585,50.4186341463,50.9676829268,51.4095609756,51.7938536585,52.1626341463,52.5354146341,52.9242195122,53.3290731707,53.7384390244,54.1432926829,54.5446585366,54.9415121951,55.3343902439,55.7232682927,56.1071463415,56.4875365854,56.8639268293,57.236804878,57.6061707317,57.9730243902,58.3358536585,58.6951707317,59.05,59.4003414634,59.745195122,60.0850731707,60.4194878049,60.7494146341,61.0753658537,61.3968292683,61.7127804878,62.0242195122,62.3296097561,62.6299512195,62.9227317073,63.2054390244,63.4765609756,63.7315853659,63.9695365854,64.1894146341,64.3937317073,64.583,64.7612439024
Montenegro,MNE,63.7056097561,64.3917804878,65.061902439,65.702902439,66.3082682927,66.8843902439,67.4471707317,68.012195122,68.588097561,69.1695853659,69.7398292683,70.2760243902,70.7584146341,71.1752682927,71.5238536585,71.8110731707,72.0502682927,72.2639756098,72.4680487805,72.6697560976,72.872195122,73.0703414634,73.2557073171,73.4218536585,73.571097561,73.7069268293,73.8344878049,73.9601463415,74.086195122,74.2127073171,74.3410487805,74.4730243902,74.602,74.7175365854,74.8108780488,74.857,74.8290243902,74.7193414634,74.5336341463,74.2893902439,74.0213658537,73.7746341463,73.5886097561,73.4897560976,73.4872195122,73.574804878,73.7309268293,73.9172682927,74.1020487805,74.2713414634,74.4167317073,74.5393658537
Mongolia,MNG,48.368804878,49.2789756098,50.1600487805,50.9872926829,51.746097561,52.4373902439,53.0752926829,53.6805121951,54.2657317073,54.8270243902,55.3464390244,55.8014634146,56.175097561,56.4602682927,56.6595121951,56.7807804878,56.834097561,56.8464146341,56.8477560976,56.8636097561,56.9255121951,57.0640243902,57.2851707317,57.5854146341,57.9577073171,58.3808536585,58.8256829268,59.2576097561,59.6495853659,59.9897317073,60.2703414634,60.4918292683,60.6769512195,60.8477804878,61.0206341463,61.2155853659,61.4530243902,61.7413902439,62.0844146341,62.4801219512,62.9237073171,63.4026097561,63.8959512195,64.3832682927,64.8518292683,65.287804878,65.6827560976,66.0374390244,66.3571219512,66.6412195122,66.8946097561,67.1247073171
Mozambique,MOZ,35.0037073171,35.4667560976,35.9122682927,36.3387804878,36.7487560976,37.1482195122,37.5446829268,37.9451707317,38.3566829268,38.7797317073,39.2188292683,39.6789756098,40.1516829268,40.6269268293,41.0922439024,41.5301219512,41.9210731707,42.253097561,42.520195122,42.7198536585,42.8510487805,42.9167804878,42.935,42.927195122,42.9128780488,42.9120243902,42.9426829268,43.0143414634,43.1375121951,43.3216829268,43.5793170732,43.9213414634,44.3367804878,44.8065853659,45.3088292683,45.8110487805,46.2773414634,46.6837804878,47.0124146341,47.2582926829,47.4254146341,47.5262926829,47.5928536585,47.6570487805,47.7358292683,47.8506341463,48.0164146341,48.2321463415,48.4938292683,48.7994390244,49.1370731707,49.4878292683
Mauritania,MRT,43.483097561,44.1639268293,44.8252195122,45.4600243902,46.0623414634,46.6307317073,47.1646829268,47.6731707317,48.1627073171,48.6393170732,49.1069512195,49.5675853659,50.0237073171,50.4813658537,50.9460731707,51.4279268293,51.9395365854,52.4819268293,53.0526341463,53.6431463415,54.2424390244,54.8364390244,55.4070487805,55.9406585366,56.4287073171,56.8646097561,57.2473414634,57.5848780488,57.8847804878,58.1515121951,58.3861219512,58.5906585366,58.7691463415,58.9251463415,59.0631707317,59.1867317073,59.2977804878,59.3983170732,59.4913414634,59.5808536585,59.6729268293,59.770097561,59.8743902439,59.9868536585,60.1094390244,60.2426097561,60.386804878,60.5394634146,60.6975121951,60.8594390244,61.0232439024,61.1869512195
Mauritius,MUS,58.7452195122,59.7483658537,60.626902439,61.3576585366,61.9349512195,62.3582926829,62.6387073171,62.8153170732,62.9316829268,63.020195122,63.1180487805,63.2533414634,63.4399512195,63.6855365854,63.9999756098,64.3905365854,64.8556341463,65.3724390244,65.9133170732,66.4557804878,66.9653902439,67.4073902439,67.7653658537,68.0376097561,68.2303658537,68.3706829268,68.4993658537,68.6555121951,68.8630243902,69.1240243902,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244,72.9673170732,73.2668292683
Malawi,MWI,37.8355853659,38.0591219512,38.2741707317,38.4807073171,38.684804878,38.9014146341,39.1505609756,39.4442195122,39.7888780488,40.1800487805,40.6052195122,41.0443902439,41.4755365854,41.8831707317,42.2617804878,42.6138292683,42.9518292683,43.2902439024,43.640097561,44.0023902439,44.3731219512,44.7472926829,45.1129512195,45.4596341463,45.7803414634,46.0741219512,46.3429756098,46.5869268293,46.804,46.9872926829,47.1168292683,47.1697317073,47.1395365854,47.0317317073,46.8633170732,46.6518292683,46.4197804878,46.2025853659,46.0401219512,45.9682195122,46.0342195122,46.2809268293,46.7112439024,47.3120487805,48.065804878,48.9399756098,49.8905853659,50.8632926829,51.8057317073,52.683,53.4657073171,54.1399512195
Malaysia,MYS,59.4753414634,60.0543902439,60.6166829268,61.160195122,61.6849512195,62.1904878049,62.6763658537,63.1446585366,63.5984634146,64.037804878,64.4632195122,64.8757073171,65.2752195122,65.6627560976,66.037804878,66.4018780488,66.7544634146,67.0960731707,67.427195122,67.7488536585,68.0605365854,68.3642439024,68.6594634146,68.9477073171,69.2279756098,69.5007560976,69.7665609756,70.0253902439,70.2757317073,70.520097561,70.7574878049,70.9888780488,71.2142926829,71.4352195122,71.6506585366,71.8626341463,72.0696341463,72.2726829268,72.4702682927,72.6638536585,72.8514146341,73.0313658537,73.204195122,73.3698780488,73.5299756098,73.687,73.8430487805,74.0006829268,74.1614634146,74.3259268293,74.4955853659,74.6683902439
North America,NAC,69.8936037571,70.3680173824,70.232706802,70.0503873907,70.3132050502,70.3667219118,70.3780704719,70.7143822609,70.1762415741,70.6947644224,70.985479605,71.288740872,71.3247139151,71.5285942271,72.0794310164,72.6938424796,72.9534592166,73.3496601737,73.4704838322,73.9082307966,73.7968447455,74.1513354005,74.490437455,74.6178629823,74.7358062773,74.7344828279,74.7942257421,74.9607682139,74.968354954,75.221622012,75.4312646802,75.5847222164,75.8101444023,75.6457449588,75.8022705413,75.8558452796,76.2182225695,76.632511341,76.7862188124,76.8095480779,76.8924279167,77.0071529926,77.1073179875,77.2684752907,77.6150833629,77.6303331065,77.8887791392,78.0885611265,78.1963314652,78.3505913145,78.7752652754,78.8833603934
Namibia,NAM,46.8803902439,47.499195122,48.101097561,48.6860731707,49.2571463415,49.8152439024,50.3647804878,50.9087317073,51.4490487805,51.9882926829,52.5271707317,53.065902439,53.6031219512,54.1362926829,54.6647560976,55.1871219512,55.7043902439,56.2146829268,56.7153414634,57.2048536585,57.6829512195,58.1489756098,58.6024634146,59.0388292683,59.4513170732,59.8390487805,60.2045121951,60.5415121951,60.8368780488,61.0725365854,61.2249512195,61.2691219512,61.19,60.9770487805,60.626195122,60.0949756098,59.3363902439,58.3749268293,57.2774634146,56.1393414634,55.1207073171,54.4046829268,54.105097561,54.2789756098,54.9234634146,55.9774390244,57.3248780488,58.780804878,60.1840731707,61.440902439,62.4802926829,63.2771707317
New Caledonia,NCL,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,68.3170731707,68.4666666667,68.6162601626,68.7658536585,69.4134146341,70.0609756098,70.2024390244,70.343902439,70.4853658537,70.3585365854,71.512195122,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,74.9195121951,74.8317073171,75.1024390244,75.2707317073,75.5146341463,75.1682926829,76.4609756098,75.9463414634,76.1151219512,76.283902439,75.8260487805,76.0399512195
Niger,NER,35.5150487805,35.5942682927,35.6654634146,35.7296341463,35.787804878,35.8434878049,35.8996585366,35.9643414634,36.044,36.1431707317,36.2663170732,36.4129268293,36.583,36.7800487805,37.0076097561,37.2772439024,37.6010243902,37.9834878049,38.4181463415,38.8979512195,39.4038292683,39.913195122,40.4064146341,40.8719512195,41.3082682927,41.7193902439,42.1183414634,42.526195122,42.9620731707,43.4345365854,43.951195122,44.5166097561,45.1238292683,45.7653170732,46.4360487805,47.129,47.8395853659,48.5592195122,49.2802926829,49.9972195122,50.705902439,51.4072926829,52.1018780488,52.7887073171,53.4637804878,54.1201463415,54.7514146341,55.3531463415,55.9253902439,56.4682195122,56.9856341463,57.4826341463
Nigeria,NGA,37.1829512195,37.6382682927,38.0790731707,38.4998536585,38.8991219512,39.2808780488,39.6511219512,40.0188536585,40.3935853659,40.7792926829,41.1810243902,41.6022439024,42.0384634146,42.4861707317,42.9398780488,43.3975853659,43.8592682927,44.3169268293,44.7600731707,45.177195122,45.547804878,45.8524146341,46.0835121951,46.2396097561,46.3242195122,46.3452926829,46.3182682927,46.2636585366,46.203,46.1498292683,46.1102682927,46.0869512195,46.0749512195,46.0728292683,46.0855609756,46.1140731707,46.1597804878,46.2245121951,46.3156585366,46.4426829268,46.624,46.8811707317,47.2197317073,47.6377317073,48.1256585366,48.6644878049,49.2286341463,49.7916097561,50.3293902439,50.8304878049,51.2894146341,51.7102439024
Nicaragua,NIC,46.9988292683,47.6456585366,48.2958780488,48.9505121951,49.6080731707,50.2706341463,50.9412926829,51.6195365854,52.3008536585,52.9781219512,53.6436585366,54.2867317073,54.8991707317,55.4759268293,56.0134878049,56.5089268293,56.9578536585,57.37,57.7571463415,58.1284634146,58.497097561,58.8731219512,59.2665609756,59.6894878049,60.1504878049,60.6678292683,61.2551707317,61.9100731707,62.619902439,63.3704878049,64.135,64.884097561,65.5914146341,66.2391463415,66.8216341463,67.3422439024,67.816,68.2686097561,68.7203170732,69.1792682927,69.6465853659,70.1199268293,70.5888536585,71.0449512195,71.4863170732,71.9099512195,72.3163658537,72.7064878049,73.0822439024,73.4441219512,73.7951219512,74.1347073171
Netherlands,NLD,73.3926829268,73.6526829268,73.323902439,73.3370731707,73.7041463415,73.5687804878,73.5129268293,73.8041463415,73.6126829268,73.5395121951,73.5856097561,73.8095121951,73.7270731707,74.143902439,74.5368292683,74.4987804878,74.6470731707,75.2214634146,75.1451219512,75.606097561,75.7431707317,75.9343902439,75.9885365854,76.1641463415,76.2331707317,76.2846341463,76.2704878049,76.7051219512,76.8902439024,76.7341463415,76.8780487805,77,77.2170731707,76.9165853659,77.3751219512,77.4046341463,77.4356097561,77.7943902439,77.8829268293,77.8365853659,77.987804878,78.1902439024,78.2926829268,78.4926829268,79.0951219512,79.3463414634,79.6975609756,80.0975609756,80.2512195122,80.5487804878,80.7024390244,81.2048780488
Norway,NOR,73.5497560976,73.5504878049,73.4480487805,73.0775609756,73.5958536585,73.7231707317,73.9953658537,74.0665853659,73.9419512195,73.6634146341,74.0880487805,74.1792682927,74.3446341463,74.442195122,74.7536585366,74.8175609756,75.0395121951,75.3868292683,75.4185365854,75.413902439,75.6717073171,75.8690243902,76.0109756098,76.0668292683,76.2243902439,75.9168292683,76.2412195122,76.0817073171,76.2204878049,76.5004878049,76.5373170732,76.9807317073,77.1843902439,77.1517073171,77.6897560976,77.7365853659,78.1504878049,78.1426829268,78.3292682927,78.2829268293,78.6341463415,78.7853658537,78.987804878,79.3902439024,79.8414634146,80.0414634146,80.343902439,80.3951219512,80.5926829268,80.7951219512,80.9975609756,81.2951219512
Nepal,NPL,38.4556341463,38.8606585366,39.2642195122,39.6673902439,40.0692195122,40.4687804878,40.8636585366,41.2538536585,41.6423170732,42.0335121951,42.4318536585,42.8427073171,43.2714634146,43.7225609756,44.2009512195,44.7080731707,45.246,45.8107804878,46.401,47.0156829268,47.6534146341,48.3142195122,48.9961219512,49.6976097561,50.4156585366,51.1507073171,51.9041707317,52.6735121951,53.4561707317,54.2456341463,55.0364390244,55.8221463415,56.5973414634,57.3570487805,58.0953414634,58.8102682927,59.5002926829,60.1674146341,60.8136097561,61.4388780488,62.0427073171,62.6236097561,63.1830243902,63.722,64.2434878049,64.748,65.2395365854,65.720097561,66.190195122,66.6522926829,67.1049268293,67.5495609756
New Zealand,NZL,71.2365853659,70.9853658537,71.2317073171,71.2804878049,71.3292682927,71.2268292683,71.1243902439,71.4731707317,71.1243902439,71.4731707317,71.2731707317,71.7731707317,71.8292682927,71.6682926829,71.9243902439,72.2195121951,72.4219512195,72.1682926829,73.0195121951,73.0682926829,72.8292682927,73.6219512195,73.7243902439,73.7756097561,74.3707317073,73.8292682927,74.1219512195,74.1780487805,74.4243902439,74.8243902439,75.3780487805,76.0317073171,76.1243902439,76.4341463415,76.8829268293,76.7341463415,76.787804878,77.3341463415,78.0853658537,77.8902439024,78.6365853659,78.6926829268,78.8463414634,79.1463414634,79.5487804878,79.8512195122,80.0487804878,80.1512195122,80.3512195122,80.7024390244,80.7024390244,80.9048780488
Oman,OMN,42.6670731707,43.4910243902,44.3005121951,45.0955365854,45.8765853659,46.6416829268,47.3843414634,48.1070731707,48.8183414634,49.5281463415,50.2584146341,51.0310731707,51.8596341463,52.7490243902,53.6962926829,54.6929512195,55.7225365854,56.7596585366,57.7823170732,58.7756097561,59.73,60.6420487805,61.517195122,62.3599268293,63.1687317073,63.9401219512,64.6735609756,65.3705609756,66.033097561,66.6641463415,67.2677317073,67.8463414634,68.4054878049,68.9466585366,69.4738536585,69.9885365854,70.4907560976,70.9789756098,71.4516829268,71.9103902439,72.3565853659,72.7902195122,73.2133170732,73.6244146341,74.023,74.4076097561,74.773804878,75.1206097561,75.4470487805,75.7546097561,76.045804878,76.3231463415
Other small states,OSS,45.491798687,45.981398903,46.4531112721,46.9049573541,47.3363371664,47.7540270479,48.1703245716,48.5956239835,49.0351107764,49.4880867018,49.9439348847,50.3832701628,50.7943218041,51.1782867739,51.5513855811,51.9418248064,52.3845034012,52.8964040171,53.4694648746,54.073396481,54.6793207249,55.2653578977,55.8982953638,56.3318363376,56.8072111783,57.2498520943,57.668848699,58.1286869641,58.4279445538,58.7480697296,58.9977578978,59.1721927494,59.2628689947,59.118869594,58.9301832159,58.6380523236,58.2278057594,57.8152967063,57.2323814357,56.7369598637,56.3313113849,56.0109953601,55.9379224223,55.9341562434,56.1077848151,56.4094635993,56.8232246951,57.3112624788,57.8039595763,58.3049485732,58.7613705496,59.1798651305
Pakistan,PAK,46.4337317073,47.3550243902,48.2303414634,49.0561463415,49.8309512195,50.5542682927,51.2241219512,51.8465121951,52.4279268293,52.9772926829,53.5030487805,54.018097561,54.5283902439,55.0353902439,55.5411219512,56.0366097561,56.5119512195,56.9552195122,57.3615121951,57.7303658537,58.0678292683,58.382902439,58.6870487805,58.9912439024,59.299,59.6143170732,59.935195122,60.2566341463,60.5731463415,60.8847073171,61.1873170732,61.4794634146,61.7606341463,62.0318292683,62.2955365854,62.5537804878,62.8125365854,63.0743414634,63.3406829268,63.6125609756,63.8859756098,64.1609268293,64.4303902439,64.6913658537,64.9408292683,65.1747560976,65.3931219512,65.595902439,65.7846341463,65.9612682927,66.1263414634,66.2838780488
Panama,PAN,60.8768292683,61.3926341463,61.892,62.3724146341,62.8358536585,63.2852439024,63.7275121951,64.1695121951,64.6172195122,65.075097561,65.5466585366,66.0359268293,66.539,67.0499756098,67.5644146341,68.0723902439,68.5659512195,69.0371463415,69.4799512195,69.8914146341,70.2709756098,70.619097561,70.9427317073,71.2488780488,71.5395853659,71.817902439,72.0854390244,72.3422682927,72.5889512195,72.8275365854,73.0595853659,73.2846097561,73.5040731707,73.7168292683,73.9252926829,74.1302682927,74.3316341463,74.5317560976,74.729,74.9248292683,75.1166341463,75.303902439,75.4862195122,75.6632195122,75.8365609756,76.008902439,76.1834634146,76.3638536585,76.5511707317,76.7464634146,76.9487073171,77.156804878
Peru,PER,47.6915853659,48.2329268293,48.7527804878,49.2486585366,49.7280487805,50.2144390244,50.7367804878,51.3185365854,51.969195122,52.6872682927,53.4537560976,54.2416829268,55.0175853659,55.758,56.4514146341,57.0968292683,57.7047560976,58.2941463415,58.881,59.4703414634,60.0636341463,60.6589268293,61.2497073171,61.8305121951,62.3993658537,62.9548292683,63.4944390244,64.0192195122,64.5321707317,65.0347560976,65.5304390244,66.0236585366,66.5173658537,67.0134878049,67.5125121951,68.0154390244,68.5237560976,69.0325365854,69.536804878,70.030097561,70.5054390244,70.9523902439,71.3669268293,71.7475609756,72.096804878,72.4186097561,72.7209756098,73.0148780488,73.3072926829,73.6036829268,73.905097561,74.2105365854
Philippines,PHL,57.8119268293,58.1222682927,58.4288536585,58.7326097561,59.0330731707,59.3332682927,59.6362439024,59.9421219512,60.2454634146,60.5403414634,60.8132439024,61.0461707317,61.231097561,61.3689756098,61.4653414634,61.536195122,61.5995853659,61.6775121951,61.79,61.9455853659,62.1552439024,62.4230487805,62.7354634146,63.0789512195,63.4410243902,63.8061463415,64.1557804878,64.478902439,64.766,65.0140487805,65.2235609756,65.4010487805,65.5605365854,65.7145365854,65.8680487805,66.0236097561,66.1826829268,66.3407804878,66.495902439,66.6480243902,66.7966585366,66.9412926829,67.0819268293,67.2190487805,67.3542195122,67.4899268293,67.628195122,67.7705609756,67.9185365854,68.0716097561,68.2302682927,68.3914878049
Papua New Guinea,PNG,38.4622439024,39.0595121951,39.7173902439,40.4378780488,41.2164878049,42.037195122,42.8795609756,43.7174878049,44.530902439,45.3082195122,46.0409268293,46.7274634146,47.3813170732,48.0148292683,48.6373658537,49.2705121951,49.9388536585,50.6492926829,51.3934634146,52.1527073171,52.8837073171,53.5312926829,54.0581219512,54.4456341463,54.7004390244,54.8522682927,54.9490731707,55.0516097561,55.202804878,55.4220243902,55.7093414634,56.0470731707,56.399195122,56.7384634146,57.0559268293,57.3519512195,57.6308536585,57.9062926829,58.1895121951,58.4848780488,58.7992926829,59.1387560976,59.5013902439,59.8797804878,60.265,60.6435853659,60.9980243902,61.316902439,61.5912195122,61.8205121951,62.007804878,62.1621219512
Poland,POL,67.6804878049,67.7780487805,67.4268292683,68.3756097561,68.6292682927,69.4292682927,69.8268292683,69.4243902439,70.2195121951,69.7195121951,69.8682926829,69.612195122,70.6658536585,70.6634146341,71.1170731707,70.5609756098,70.656097561,70.4024390244,70.3512195122,70.7512195122,70.0975609756,71.0512195122,71.1024390244,71,70.8,70.5487804878,70.8487804878,70.8975609756,71.3317073171,71.043902439,70.8902439024,70.587804878,71.0902439024,71.5951219512,71.6951219512,71.8926829268,72.2463414634,72.6463414634,72.9975609756,73.043902439,73.7487804878,74.2,74.4975609756,74.5975609756,74.8463414634,74.9951219512,75.143902439,75.243902439,75.543902439,75.6951219512,76.2463414634,76.7463414634
Puerto Rico,PRI,68.7196097561,68.9426585366,69.1449268293,69.3549756098,69.5922682927,69.8697317073,70.186195122,70.5245365854,70.8672195122,71.2082439024,71.5437317073,71.8698536585,72.1822682927,72.4780487805,72.7512195122,72.9942439024,73.2005609756,73.369,73.5038536585,73.6100243902,73.7022926829,73.7984878049,73.9085853659,74.0366341463,74.1776341463,74.3086829268,74.4003902439,74.4304634146,74.3935853659,74.2989512195,74.1691707317,74.038804878,73.9463658537,73.9208780488,73.976902439,74.1250731707,74.3624878049,74.6666341463,75.0114146341,75.3811707317,76.6892682927,77.0668292683,77.7604878049,78.0712195122,78.1758536585,78.296097561,78.4163414634,78.4258536585,78.5589268293,78.0077804878,78.1822439024,78.3588536585
"Korea, Dem. Rep.",PRK,51.0771707317,51.4382439024,51.8253170732,52.3450487805,53.0548780488,53.9669512195,55.0412195122,56.1737073171,57.2771463415,58.3194390244,59.2826341463,60.1647560976,60.985902439,61.7606097561,62.4884390244,63.1648536585,63.7863902439,64.3519756098,64.864097561,65.3272439024,65.7454146341,66.125195122,66.4730243902,66.7974146341,67.1057073171,67.4272439024,67.7993170732,68.218804878,68.6576829268,69.0734878049,69.3443170732,69.3253170732,68.9517073171,68.2302682927,67.2282195122,66.1172926829,65.124195122,64.4419512195,64.1915121951,64.3952682927,64.9825609756,65.8036585366,66.6482926829,67.3542439024,67.8598292683,68.1565121951,68.2917317073,68.3741707317,68.4893902439,68.6609756098,68.8979268293,69.188804878
